timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1773190800000,2037.68,2041.0,2028.62,2036.1,7117.2212,1773194399999,14486987.96,108471,2769.3029,5636489.898543
1773194400000,2036.1,2039.05,2018.7,2026.71,11516.9943,1773197999999,23339122.64,107574,4085.0135,8280015.363418
1773198000000,2026.7,2029.35,2018.13,2021.17,7998.2934,1773201599999,16170599.86,78378,2389.0833,4830606.681104
1773201600000,2021.17,2041.39,2018.25,2039.08,8679.2646,1773205199999,17630105.44,100566,4813.5574,9784224.52259
1773205200000,2039.08,2041.49,2011.37,2014.63,10074.1241,1773208799999,20383354.89,106735,3412.0317,6904102.295251
1773208800000,2014.63,2026.0,2014.0,2024.3,8491.4641,1773212399999,17150107.44,101505,3883.6237,7843631.861751
1773212400000,2024.31,2025.7,2007.17,2012.54,8583.0701,1773215999999,17290477.77,109460,2990.2434,6025161.322227
1773216000000,2012.54,2025.72,2009.48,2023.76,14252.3433,1773219599999,28752360.32,170105,6204.5089,12517527.687706
1773219600000,2023.75,2027.4,2014.51,2017.87,6669.7704,1773223199999,13473883.0,108667,2236.6929,4519626.023268
1773223200000,2017.87,2031.3,2017.24,2028.68,6527.2329,1773226799999,13212512.93,113245,3451.1919,6987502.383897
1773226800000,2028.68,2033.96,2015.83,2017.8,8797.7518,1773230399999,17814093.28,152125,3837.7324,7772842.011363
1773230400000,2017.8,2035.5,2012.81,2023.09,16532.0046,1773233999999,33468693.17,196261,6281.9645,12716960.993433
1773234000000,2023.09,2082.66,2021.67,2050.72,48997.1427,1773237599999,100755454.61,584619,26719.5166,54918919.382473
1773237600000,2050.72,2077.59,2042.93,2062.68,42234.0784,1773241199999,86915322.69,518249,24907.7602,51237192.217506
1773241200000,2062.68,2065.45,2030.03,2049.73,24389.6368,1773244799999,49920464.05,428071,11630.1109,23802936.138386
1773244800000,2049.75,2072.43,2046.46,2067.01,18164.7212,1773248399999,37433594.99,311904,11023.6628,22718995.588952
1773248400000,2067.02,2085.58,2057.69,2068.15,26324.514,1773251999999,54585490.65,391703,14780.5632,30654051.495544
1773252000000,2068.15,2079.66,2064.18,2076.51,16458.5948,1773255599999,34092122.28,235507,9716.4291,20126968.495503
1773255600000,2076.5,2077.9,2068.58,2076.06,15265.9144,1773259199999,31662411.17,184185,7502.0493,15558123.926088
1773259200000,2076.05,2076.19,2065.09,2068.4,7066.8836,1773262799999,14624604.81,96946,3029.4693,6268990.515286
1773262800000,2068.41,2074.94,2063.46,2073.07,5855.3663,1773266399999,12114937.5,90695,3185.9775,6592543.23971
1773266400000,2073.08,2084.53,2058.98,2061.76,10814.3045,1773269999999,22386272.62,166126,5372.6355,11124357.160309
1773270000000,2061.76,2064.99,2045.2,2051.97,9119.7233,1773273599999,18749750.65,134652,3750.6578,7713667.308628
1773273600000,2051.97,2058.16,2047.97,2055.78,5298.1446,1773277199999,10876886.0,120501,2812.7225,5774156.16863
1773277200000,2055.78,2056.14,2042.95,2046.24,9032.4424,1773280799999,18494539.72,148516,4351.3702,8909784.184069
1773280800000,2046.23,2047.93,2021.87,2024.67,16962.6509,1773284399999,34501740.48,177150,6321.0248,12859076.554689
1773284400000,2024.66,2035.08,2017.59,2023.38,13070.2965,1773287999999,26481040.95,121374,7000.4033,14186667.364508
1773288000000,2023.39,2029.73,2021.27,2023.09,6284.3323,1773291599999,12729479.64,93780,3314.4055,6714024.536245
1773291600000,2023.08,2028.3,2019.33,2026.85,9624.648,1773295199999,19480716.93,103540,4983.3936,10088500.557373
1773295200000,2026.86,2031.8,2024.64,2030.38,6083.881,1773298799999,12341390.8,89388,3046.5627,6180138.43823
1773298800000,2030.38,2042.26,2025.66,2040.7,14231.7957,1773302399999,28988046.78,96006,9071.0917,18481877.700339
1773302400000,2040.69,2052.59,2038.42,2047.8,13262.4913,1773305999999,27123965.58,133983,6086.5417,12448406.117679
1773306000000,2047.79,2065.61,2038.49,2055.65,13504.8279,1773309599999,27696296.69,154701,6599.8917,13543000.972198
1773309600000,2055.66,2075.49,2052.5,2069.86,16520.1267,1773313199999,34120118.66,175079,8958.1899,18501547.783207
1773313200000,2069.87,2076.65,2058.21,2062.83,13187.2747,1773316799999,27278892.91,153644,5633.4019,11655230.5731
1773316800000,2062.83,2071.08,2057.81,2065.37,9232.6706,1773320399999,19050732.91,148175,5323.2997,10984243.531103
1773320400000,2065.37,2080.0,2051.44,2065.35,28335.1322,1773323999999,58529252.46,407953,16300.4627,33676993.675718
1773324000000,2065.35,2095.0,2037.79,2045.35,48417.0953,1773327599999,100049921.27,615164,25197.4523,52094068.433704
1773327600000,2045.34,2082.0,2039.05,2072.33,26030.9069,1773331199999,53755559.26,449821,14578.5567,30100084.634878
1773331200000,2072.33,2078.09,2056.33,2069.63,22858.0253,1773334799999,47269594.8,361865,11535.4641,23848566.335873
1773334800000,2069.62,2075.24,2055.32,2058.4,11673.4778,1773338399999,24102591.4,223568,4628.5875,9559152.020044
1773338400000,2058.41,2062.1,2046.78,2048.78,16647.0399,1773341999999,34168474.87,205570,9617.8441,19736025.310522
1773342000000,2048.77,2073.5,2045.42,2069.59,12389.2923,1773345599999,25533999.79,192485,6477.0583,13346200.311308
1773345600000,2069.6,2073.81,2060.35,2062.57,5651.4674,1773349199999,11678454.17,89519,2109.653,4360394.96354
1773349200000,2062.58,2069.19,2057.28,2062.61,19369.7965,1773352799999,39939311.83,115570,4987.4216,10286633.966053
1773352800000,2062.62,2067.54,2054.99,2065.3,25410.584,1773356399999,52364867.06,122098,12212.1202,25154551.742764
1773356400000,2065.3,2093.45,2064.64,2073.52,37429.413,1773359999999,77902377.18,258325,15547.9137,32363502.16505
1773360000000,2073.51,2148.8,2070.12,2119.19,85178.5833,1773363599999,180781167.49,634499,40597.0062,86088993.417276
1773363600000,2119.19,2130.4,2111.72,2124.76,15741.654,1773367199999,33418596.21,258154,8055.7323,17105766.461402
1773367200000,2124.75,2127.12,2102.42,2105.81,13893.892,1773370799999,29372118.41,186281,5631.9422,11906919.488899
1773370800000,2105.81,2123.58,2102.2,2118.85,11965.2095,1773374399999,25250162.52,133309,5766.3768,12175198.389845
1773374400000,2118.86,2120.06,2109.63,2111.68,5461.6899,1773377999999,11547005.16,89249,2411.5234,5099127.65141
1773378000000,2111.67,2115.24,2103.54,2110.47,7222.6564,1773381599999,15238288.44,102715,2961.3351,6248465.909649
1773381600000,2110.47,2113.0,2090.0,2095.94,20205.6324,1773385199999,42368356.07,156016,9693.3466,20321828.636964
1773385200000,2095.95,2104.87,2092.75,2099.38,12306.283,1773388799999,25832609.81,146455,6235.3648,13090203.185889
1773388800000,2099.38,2117.0,2091.45,2100.05,17816.1641,1773392399999,37474101.6,222975,9155.9147,19263678.149852
